Dealer Code,Dealer Code Description,Dealer City,PCR Number,PCR Year,VC Number,VC Description,Model,Sub Model,Chassis No,Chassis Type,Production Month,Kilometers Covered,Complaint Aggregate,Complaint Aggregate Description,Complaint Group,Complaint Group Description,Complaint Code,Complaint Code Description,Sale Month,Complaint Month,Complaint Reported Date,Diff between Complaint & Sales Month,Settlement Month,Settlement Date,Claim Category,Claim Category Description,Claims Indicator,No. of Complaints,Part Number,Part Description,Part Quantity,Part Rate,Actual Labour Charge,Miscellaneous Charge,Special Labour Charges,Total Expenses,Credit Amount,Customer Complaint,Investigation,Action Taken
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,285526206501,HEX NUT (MAINSHAFT),1,131.81,0,11.86,6.59,150.26,150.26,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,285526306501,HEX NUT (M26X1.5 LH),1,103.18,0,9.29,5.16,117.63,117.63,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,580326201601,SYNCHRONISING CONE (96 DIA.) (WITH CARBO,1,1150,0,103.5,57.5,1311,1311,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,885426011109,KIT SYNCHRO GB 550,1,445.31,0,40.08,22.27,507.66,507.66,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,885426041109,885426041109,1,289.83,0,26.08,14.49,330.4,330.4,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,677,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7A01809,508582,JAN 2018,42001,D1,TRANSMISSION,D010040,ALL SYNCHRORING COMPLAINTS,DE27095,SYN.RING 3RD GEAR LOOSE/DAMAGED,APR 2018,JAN 2019,28.01.2019,9,FEB 2019,24.02.2019,1,Normal Warranty,Regular Claims,0,886399000035,METAL O SEAL++ PREMIUM GASKET MAKER 25GM,3,103.59,0,6.22,15.54,332.53,332.53,GEARBOX NOISY,AS THE VEHICLE REPORTED AT OUR W S FOR COMPLAINT GEARBOX NOISY AGAINSTWE HAVE ATTEND IT THEN GOING ON A TEST DRIVE BECAUSE TO FIND OUT THEACTUAL DEFECT DURING TRIAL WE HAVE OBSERVED THAT SUCH FAULT HAS CREATEDFROM INSIDE G B THEN REMOVED AND GOT DISMANTLED THEN CHECKED ALLPARTS COMPONENT AND FOUND THE 2ND SYNCHRO RING AND INTERMEDIATESYNCHRONIZER RING AND CONE WERE WORN OUT,Hence We Replaced The Effected Parts Under Warrantydefer Txt 0004
2000152,SHIVAM MOTORS (P) LTD,RAIGARH,761,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7C06890,764011,MAR 2018,62224,B1,ENGINE ELECTRICALs,BA15019,STARTER MOTOR DEFECTIVE,BA15099,STARTER MOTOR DEFECTIVE,JUL 2018,FEB 2019,12.02.2019,7,MAR 2019,05.03.2019,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,253.75,0,0,253.75,253.75,STARTING PROBLEM,AFTER CHECK IT WAS FOUND THE STARTER MOTOR WAS NOT WORKING DUE TOINTERNAL ISSUE MAKE BOSCH,Hence We Refer The Starter To Bosch Service Center For Necessary Repairand After Repaired Refitted On The Vehicle And Starter Repaired Byvendordefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,99,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7A01417,454206,JAN 2018,8039,R2,POWER STEERING,RB59139,HYD.TANK FOR STRG LEAKING / CHOCKED,RB59139,HYD.TANK FOR STRG LEAKING CHOCKED,MAR 2018,MAY 2018,02.05.2018,2,MAY 2018,25.05.2018,1,Normal Warranty,Regular Claims,1,282146800105,282146800105,1,663.9,0,59.75,33.2,756.85,756.85,STEERING OIL LEAKAGE,WE OBSERVED THAT STEERING OIL LEAKAGE FROM STERRING RESEVOIER BECAUSEITS GET LEAKY INTERNALLY,We Replaced The Failed Parts Under Warrantydefertxt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,269,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7B02926,508582,FEB 2018,4860,A1,ENGINE,AV00001,ALL COMPLAINTS ON TURBO CHARGER,AV14019,TURBO CHARGER NOISY,MAR 2018,JUN 2018,14.06.2018,3,JUL 2018,14.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,110,0,10558,10668,10668,TURBO NOISY,E HAVE ATTENDED ONE OF VEHICLE FOR THE COMPLAIN OF TURBO NOISY WECHECKED THE VEHICLE AND FOUND THAT TURBO CHARGER DEFECTTURBOCHARGER MAKE TEL THEN WE SENT THE TURBO CHARGER TO ANCILLARY TO SAINI TURBOBILASPUR FOR REPAIRING BECAUSE OF TELL TURBOCHARGER AUTHORIZED SERVICECENTER NOT AVAILABLE IN OURTERRITORY LIKE BILASPUR KORBA AMBIKAPUR,O We Have Repaired The Turbo Under Paid And Claimed The Amount Rs 10158under Special Charge Claim Transporting Chargers 400 Claimed Inspecial Chargedefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,0,#,Not assigned,0,0,0,0,300,300,300,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,0,251626205442,REVERSE GEAR (EN36),1,2474.22,550,222.68,1064.51,4311.41,4311.41,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,0,251626303109,TAPER ROLLER BRG  30207,1,421.01,440,37.89,21.05,919.95,919.95,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,0,251626307906,COUNTER SHAFT 6.36,1,3003.91,0,270.35,150.2,3424.46,3424.46,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,1,251626355405,GEAR REVERSE IDLER,1,1363.28,0,122.7,68.16,1554.14,1554.14,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,295,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,20000,D1,TRANSMISSION,D070010,REV GEAR TEETH DAMAGED,DD27015,CHIPPING/UPROOTING OF REVERSE IDLER GEAR,MAR 2018,JUL 2018,02.07.2018,4,SEP 2018,11.09.2018,1,Normal Warranty,Regular Claims,0,886399000035,METAL O SEAL++ PREMIUM GASKET MAKER 25GM,1,103.59,0,2.07,5.18,110.84,110.84,GEAR BOX NOISY,WE HAVE CHECKED AND FOUND THAT NOISY CAME THROUGH GEAR BOX WE HAVEDIS-MENTAL GEAR BOX AND FOUND THAT COUNTER SHAFT AND REVERSE GEAR BROKEN,We Replace Fail Parts U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,471,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01593,505243,JAN 2018,24750,A1,ENGINE,AT18039,OIL FILTER HOUSING LEAKY,AT18029,OIL FILTER COVER CRACKED/LEAKING/BROKEN,MAR 2018,AUG 2018,06.08.2018,5,AUG 2018,16.08.2018,1,Normal Warranty,Regular Claims,1,252718130145,ASSY OIL FILTER ELEMENT SPINON,1,1041.45,44,20.83,52.07,1158.35,1158.35,ENGINE OIL LEAKAGE,VEHICLE REPORTED AT W S FOR ENGINE OIL LEAKAGE WE HAVE CHECKED AND FOUNDTHAT OIL FILTER RIP UP WITH PIPE CONSEQUENTLY ENGINE OIL WAS LEAKAY,We Replaced Engine Oil And Oil Filter U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,645,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7B04738,764011,FEB 2018,26903,Q1,ELECTRICALS,QB54159,HORN DEFECTIVE,QB54159,HORN DEFECTIVE,JUN 2018,SEP 2018,12.09.2018,3,OCT 2018,05.10.2018,1,Normal Warranty,Regular Claims,1,257354249910,HORN-24V OFFER-W/O RIS CAPACITOR,1,506.92,62.5,45.62,25.35,640.39,640.39,HORN DEFECTIVE,VEHICLE REPORTED AT W S FOR HORN DEFECTIVE WE HAVE CHECKED AND FOUNDTHAT HORN WAS NOT WORKING DUE TO INTERNAL DEFECT,We Have Replaced Horn U W After That Problem Got Eliminateddefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,682,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8A01592,505243,JAN 2018,21175,A1,ENGINE,AU14099,EGR VALVE DEFECTIVE,AU14099,EGR VALVE DEFECTIVE,FEB 2018,SEP 2018,19.09.2018,7,OCT 2018,05.10.2018,1,Normal Warranty,Regular Claims,1,278914110164,VACUUM MODULATOR W/O FILTER PIERBURG,1,1550.63,0,139.56,77.53,1767.72,1767.72,POOR PICKUP,VEHICLE REPORTED AT W S FOR POOR PICKUP WE HAVE CHECKED WITHTATADIAGNOSTICS KIT AND FOUND FAULT CODE OF EGR VALVE NOT OPEN,Then We Have Replaced Egr Valve U Wdefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,695,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7B04138,508582,FEB 2018,11407,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,APR 2018,SEP 2018,12.09.2018,5,OCT 2018,04.10.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,250,0,0,250,250,POOR PICKUP,VEHICLE REPORTED AT W S FOR POOR PICKUP WE HAVE CHECKED WITHINSITE ANDFOUND THE FAULT CODE 4948 AND 3236 IN ACTIVE MODEAS PER CORRECTIVEACTION WE HAVE RECTIFIED FAULT CODE,After That Problem Got Eliminateddefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,0,#,Not assigned,0,0,0,0,2100,2100,2100,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,0,273035305418,DIFF.BEVEL PINION-FORGED,4,427.34,0,153.84,85.47,1948.67,1948.67,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,0,3213530220,DIFFERENTIAL SPIDER,1,781.25,0,70.31,39.06,890.62,890.62,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,1,581735305403,REAR AXLE SHAFT GEAR( FORGED),2,860.16,500,154.83,86.02,2461.17,2461.17,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,0,581735707909,581735707909,1,4870.31,0,438.33,243.52,5552.16,5552.16,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,719,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19500,G2,REAR LIVE AXLE,GF35013,REAR AXLE SHAFT BREAKAGE,GF35083,RH AXLE SHAFT BROKEN,APR 2018,SEP 2018,21.09.2018,5,OCT 2018,27.10.2018,1,Normal Warranty,Regular Claims,0,886399000035,METAL O SEAL++ PREMIUM GASKET MAKER 25GM,2,103.59,0,4.14,10.36,221.68,221.68,AXLE SHAFT BROKEN,VEHICLE BREAKDOWN AT UDAYAPUR FOR AXLE SHAFT BROKEN WE HAVEDEPUTED MANPOWER AND FOUND THAT REAR AXLE SHAFT BROKEN AND ALSO REAR AXLE SHAFTBROKEN CROWN WHEEL PINION AND DIFF HOUSING FOUND OK NO ANY EXTERNALHITTING MARK FOUND ON IT,We Have Replaced Fail Parts U W After That Problem Got Eliminatedbreakdown Site-udaipur Up And Down 140km 15=2100 And Deputation Numberis 83034901989defer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,756,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19800,J1,PROPELLER SHAFT,JC41089,FRONT U J CROSS/BRG BROKEN/WORN,JC41089,FRONT U J CROSS/BRG BROKEN/WORN OUT,APR 2018,OCT 2018,06.10.2018,6,OCT 2018,12.10.2018,1,Normal Warranty,Regular Claims,0,550641120106,SLIP YOKE ASSY,1,1657.06,0,149.14,82.85,1889.05,1889.05,U J CROSS NOISY,VEHICLE REPORTED AT W S FOR U J CROSS NOISY WE HAVE CHECKEDAND FOUNDTHAT U J CROSS BROKEN AND ALSO DAMAGED THE SLIP YOKE MAKE-GNA,We Have Replaced Fail Parts U W After That Problem Got Eliminateddefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,756,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04061,454206,FEB 2018,19800,J1,PROPELLER SHAFT,JC41089,FRONT U J CROSS/BRG BROKEN/WORN,JC41089,FRONT U J CROSS/BRG BROKEN/WORN OUT,APR 2018,OCT 2018,06.10.2018,6,OCT 2018,12.10.2018,1,Normal Warranty,Regular Claims,1,550641300105,UJ KIT,1,1130.47,145,101.74,56.52,1433.73,1433.73,U J CROSS NOISY,VEHICLE REPORTED AT W S FOR U J CROSS NOISY WE HAVE CHECKEDAND FOUNDTHAT U J CROSS BROKEN AND ALSO DAMAGED THE SLIP YOKE MAKE-GNA,We Have Replaced Fail Parts U W After That Problem Got Eliminateddefer Txt 0002
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,767,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8B05168,505243,FEB 2018,5437,J1,PROPELLER SHAFT,JC41099,MIDDLE U J CROSS BRG BROKEN/WORN,JC41099,MIDDLE U J CROSS/BRG BROKEN/WORN OUT,AUG 2018,OCT 2018,09.10.2018,2,OCT 2018,18.10.2018,1,Normal Warranty,Regular Claims,-1,264141125102,UJ KIT,1,842.97,-145,-75.87,-42.15,-1105.99,-1105.99,,,
2000153,SHIVAM MOTORS (P) LTD,AMBIKAPUR,767,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8B05168,505243,FEB 2018,5437,J1,PROPELLER SHAFT,JC41099,MIDDLE U J CROSS BRG BROKEN/WORN,JC41099,MIDDLE U J CROSS/BRG BROKEN/WORN OUT,AUG 2018,OCT 2018,09.10.2018,2,OCT 2018,18.10.2018,1,Normal Warranty,Regular Claims,1,264141125102,UJ KIT,1,842.97,145,75.87,42.15,1105.99,1105.99,U J CROSS NOISY,VEHICLE REPORTED AT W S FOR U J CROSS NOISY WE HAVE CHECKEDAND FOUNDTHAT NOISY CAME THROUGH U J ROSS THEN WE HAVE REMOVE U J CROSS LINKAGEAND FOUND THAT U J CROSS WORN OUT MAKE-MSL,We Have Replaced U J Cross U W After That Problem Got Eliminateddefer Txt 0002
